Starting to process folder: /Users/shaamarl/Desktop/Projects/opensourceversions/Sundance-SMT/20241211-verus
[1202/3763] Processing: splinterdb/betree__PivotTable_v.1.smt2 -> UNSAT
[1203/3763] Processing: splinterdb/journal__PagedJournal_v.5.smt2 -> UNSAT
[1204/3763] Processing: splinterdb/abstract_system__AbstractJournal_v__AbstractJournal.1.smt2 -> UNSAT
[1205/3763] Processing: splinterdb/journal__LinkedJournal_v.15.smt2 -> UNKNOWN
[1206/3763] Processing: splinterdb/betree__LinkedBranch_v__Refinement_v.16.smt2 -> OTHER
[1207/3763] Processing: splinterdb/betree__PivotBranch_v.8.smt2 -> UNKNOWN
[1208/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.29.smt2 -> OTHER
[1209/3763] Processing: splinterdb/betree__LinkedBetree_v.11.smt2 -> UNSAT
[1210/3763] Processing: splinterdb/betree__FilteredBetreeRefinement_v.11.smt2 -> UNKNOWN
[1211/3763] Processing: splinterdb/betree__PivotBetreeRefinement_v.29.smt2 -> OTHER
[1212/3763] Processing: splinterdb/betree__PagedBetree_v.27.smt2 -> UNSAT
[1213/3763] Processing: splinterdb/allocation_layer__LikesBetree_v.12.smt2 -> UNKNOWN
[1214/3763] Processing: splinterdb/betree__LinkedBetree_v.103.smt2 -> OTHER
[1215/3763] Processing: splinterdb/journal__LinkedJournal_v.42.smt2 -> UNSAT
[1216/3763] Processing: splinterdb/marshalling__IntegerMarshalling_v.36.smt2 -> UNSAT
[1217/3763] Processing: splinterdb/betree__FilteredBetree_v.31.smt2 -> UNSAT
[1218/3763] Processing: splinterdb/betree__LinkedBetree_v.85.smt2 -> UNSAT
[1219/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.34.smt2 -> OTHER
[1220/3763] Processing: splinterdb/journal__PagedJournal_v.13.smt2 -> UNSAT
[1221/3763] Processing: splinterdb/betree__LinkedBranch_v.27.smt2 -> UNSAT
[1222/3763] Processing: splinterdb/betree__Buffer_v.10.smt2 -> UNSAT
[1223/3763] Processing: splinterdb/allocation_layer__LikesJournal_v.24.smt2 -> TIMEOUT
[1224/3763] Processing: splinterdb/journal__LinkedJournal_v.39.smt2 -> UNKNOWN
[1225/3763] Processing: splinterdb/allocation_layer__AllocationCrashAwareJournal_v__AllocationCrashAwareJournal.5.smt2 -> UNSAT
[1226/3763] Processing: splinterdb/abstract_system__MsgHistory_v.11.smt2 -> UNSAT
[1227/3763] Processing: splinterdb/betree__LinkedBranch_v.6.smt2 -> UNSAT
[1228/3763] Processing: splinterdb/allocation_layer__UnifiedCrashAwareJournal_v.4.smt2 -> UNKNOWN
[1229/3763] Processing: splinterdb/betree__PivotBetree_v.36.smt2 -> UNSAT
[1230/3763] Processing: splinterdb/allocation_layer__UnifiedCrashAwareJournalRefinement_v.8.smt2 -> TIMEOUT
[1231/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.27.smt2 -> TIMEOUT
[1232/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.4.smt2 -> UNSAT
[1233/3763] Processing: splinterdb/betree__PivotBetreeRefinement_v.13.smt2 -> UNKNOWN
[1234/3763] Processing: splinterdb/betree__BufferDisk_v.5.smt2 -> UNSAT
[1235/3763] Processing: splinterdb/betree__Buffer_v.6.smt2 -> UNSAT
[1236/3763] Processing: splinterdb/betree__LinkedBranch_v.66.smt2 -> UNSAT
[1237/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v__AllocationJournal.16.smt2 -> UNSAT
[1238/3763] Processing: splinterdb/betree__PivotBetree_v.20.smt2 -> UNKNOWN
[1239/3763] Processing: splinterdb/abstract_system__AbstractCrashAwareSystemRefinement_v.31.smt2 -> TIMEOUT
[1240/3763] Processing: splinterdb/journal__PagedJournalRefinement_v.15.smt2 -> OTHER
[1241/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.14.smt2 -> UNKNOWN
[1242/3763] Processing: splinterdb/allocation_layer__AllocationJournal_v.22.smt2 -> UNSAT
[1243/3763] Processing: splinterdb/betree__PagedBetreeRefinement_v.3.smt2 -> UNSAT
[1244/3763] Processing: splinterdb/betree__LinkedBetree_v.93.smt2 -> OTHER
[1245/3763] Processing: splinterdb/allocation_layer__LikesJournalRefinement_v.3.smt2 -> OTHER
[1246/3763] Processing: splinterdb/betree__FilteredBetree_v.27.smt2 -> UNKNOWN
[1247/3763] Processing: splinterdb/betree__PivotBetreeRefinement_v.6.smt2 -> UNKNOWN
[1248/3763] Processing: splinterdb/betree__LinkedBranch_v.31.smt2 -> UNKNOWN
[1249/3763] Processing: splinterdb/marshalling__Marshalling_v.2.smt2 -> UNSAT
[1250/3763] Processing: splinterdb/betree__LinkedBetree_v.5.smt2 -> UNSAT
[1251/3763] Processing: splinterdb/journal__LinkedJournalRefinement_v.13.smt2 -> OTHER
[1252/3763] Processing: splinterdb/betree__BufferDisk_v.12.smt2 -> UNSAT
[1253/3763] Processing: splinterdb/betree__BufferSeq_v.12.smt2 -> UNSAT
[1254/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.8.smt2 -> UNSAT
[1255/3763] Processing: atmosphere/process_manager__thread.3.smt2 -> UNSAT
[1256/3763] Processing: atmosphere/trap.5.smt2 -> UNSAT
[1257/3763] Processing: atmosphere/define.8.smt2 -> UNKNOWN
[1258/3763] Processing: atmosphere/array_set.7.smt2 -> OTHER
[1259/3763] Processing: atmosphere/pagetable__pagemap.2.smt2 -> UNKNOWN
[1260/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.4.smt2 -> OTHER
[1261/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.16.smt2 -> UNKNOWN
[1262/3763] Processing: atmosphere/slinkedlist__spec_impl_u.7.smt2 -> OTHER
[1263/3763] Processing: atmosphere/slinkedlist__spec_impl_u.14.smt2 -> TIMEOUT
[1264/3763] Processing: atmosphere/define.4.smt2 -> UNKNOWN
[1265/3763] Processing: atmosphere/trap.9.smt2 -> UNKNOWN
[1266/3763] Processing: atmosphere/trap.8.smt2 -> UNSAT
[1267/3763] Processing: atmosphere/define.5.smt2 -> UNSAT
[1268/3763] Processing: atmosphere/array.1.smt2 -> UNKNOWN
[1269/3763] Processing: atmosphere/array_vec.1.smt2 -> UNSAT
[1270/3763] Processing: atmosphere/slinkedlist__spec_impl_u.15.smt2 -> OTHER
[1271/3763] Processing: atmosphere/process_manager__endpoint_util_t.smt2 -> UNKNOWN
[1272/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.17.smt2 -> UNKNOWN
[1273/3763] Processing: atmosphere/slinkedlist__spec_impl_u.6.smt2 -> UNKNOWN
[1274/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.5.smt2 -> UNKNOWN
[1275/3763] Processing: atmosphere/pagetable__pagemap.3.smt2 -> UNKNOWN
[1276/3763] Processing: atmosphere/define.9.smt2 -> UNSAT
[1277/3763] Processing: atmosphere/array_set.6.smt2 -> OTHER
[1278/3763] Processing: atmosphere/trap.4.smt2 -> UNSAT
[1279/3763] Processing: atmosphere/pagetable__entry.1.smt2 -> UNKNOWN
[1280/3763] Processing: atmosphere/process_manager__thread.2.smt2 -> UNSAT
[1281/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.9.smt2 -> OTHER
[1282/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.2.smt2 -> UNKNOWN
[1283/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.10.smt2 -> UNKNOWN
[1284/3763] Processing: atmosphere/slinkedlist__spec_impl_u.1.smt2 -> UNSAT
[1285/3763] Processing: atmosphere/array_vec.6.smt2 -> UNKNOWN
[1286/3763] Processing: atmosphere/slinkedlist__spec_impl_u.12.smt2 -> TIMEOUT
[1287/3763] Processing: atmosphere/array.6.smt2 -> UNKNOWN
[1288/3763] Processing: atmosphere/pagetable__pagemap_util_t.2.smt2 -> UNKNOWN
[1289/3763] Processing: atmosphere/define.2.smt2 -> UNSAT
[1290/3763] Processing: atmosphere/pagetable__entry.6.smt2 -> UNKNOWN
[1291/3763] Processing: atmosphere/trap.3.smt2 -> UNSAT
[1292/3763] Processing: atmosphere/array_set.1.smt2 -> UNKNOWN
[1293/3763] Processing: atmosphere/pagetable__pagemap.4.smt2 -> UNKNOWN
[1294/3763] Processing: atmosphere/pagetable__pagemap.5.smt2 -> UNSAT
[1295/3763] Processing: atmosphere/trap.2.smt2 -> UNSAT
[1296/3763] Processing: atmosphere/pagetable__entry.7.smt2 -> UNSAT
[1297/3763] Processing: atmosphere/process_manager__thread.4.smt2 -> UNSAT
[1298/3763] Processing: atmosphere/define.3.smt2 -> UNSAT
[1299/3763] Processing: atmosphere/array.7.smt2 -> UNKNOWN
[1300/3763] Processing: atmosphere/array_vec.7.smt2 -> UNKNOWN
[1301/3763] Processing: atmosphere/slinkedlist__spec_impl_u.13.smt2 -> TIMEOUT
[1302/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.11.smt2 -> TIMEOUT
[1303/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.3.smt2 -> TIMEOUT
[1304/3763] Processing: atmosphere/array.4.smt2 -> UNKNOWN
[1305/3763] Processing: atmosphere/slinkedlist__spec_impl_u.10.smt2 -> OTHER
[1306/3763] Processing: atmosphere/array_vec.4.smt2 -> UNSAT
[1307/3763] Processing: atmosphere/pagetable__entry.8.smt2 -> UNSAT
[1308/3763] Processing: atmosphere/slinkedlist__spec_impl_u.3.smt2 -> UNKNOWN
[1309/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.12.smt2 -> UNKNOWN
[1310/3763] Processing: atmosphere/array_set.3.smt2 -> UNKNOWN
[1311/3763] Processing: atmosphere/trap.1.smt2 -> UNSAT
[1312/3763] Processing: atmosphere/pagetable__entry.4.smt2 -> UNKNOWN
[1313/3763] Processing: atmosphere/array_vec.8.smt2 -> UNKNOWN
[1314/3763] Processing: atmosphere/array_vec.9.smt2 -> UNKNOWN
[1315/3763] Processing: atmosphere/pagetable__entry.5.smt2 -> UNKNOWN
[1316/3763] Processing: atmosphere/array_vec.10.smt2 -> UNKNOWN
[1317/3763] Processing: atmosphere/array_set.2.smt2 -> UNKNOWN
[1318/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.1.smt2 -> UNKNOWN
[1319/3763] Processing: atmosphere/slinkedlist__spec_impl_u.2.smt2 -> UNKNOWN
[1320/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.13.smt2 -> UNKNOWN
[1321/3763] Processing: atmosphere/slinkedlist__spec_impl_u.11.smt2 -> TIMEOUT
[1322/3763] Processing: atmosphere/array_vec.5.smt2 -> UNKNOWN
[1323/3763] Processing: atmosphere/array.5.smt2 -> UNKNOWN
[1324/3763] Processing: atmosphere/pagetable__pagemap_util_t.1.smt2 -> UNKNOWN
[1325/3763] Processing: atmosphere/define.1.smt2 -> UNSAT
[1326/3763] Processing: atmosphere/array_set.5.smt2 -> UNSAT
[1327/3763] Processing: atmosphere/trap.7.smt2 -> UNKNOWN
[1328/3763] Processing: atmosphere/pagetable__entry.2.smt2 -> TIMEOUT
[1329/3763] Processing: atmosphere/slinkedlist__spec_impl_u.9.smt2 -> TIMEOUT
[1330/3763] Processing: atmosphere/define.11.smt2 -> UNSAT
[1331/3763] Processing: atmosphere/process_manager__thread.1.smt2 -> UNSAT
[1332/3763] Processing: atmosphere/define.6.smt2 -> UNKNOWN
[1333/3763] Processing: atmosphere/array.2.smt2 -> UNKNOWN
[1334/3763] Processing: atmosphere/slinkedlist__spec_impl_u.16.smt2 -> UNKNOWN
[1335/3763] Processing: atmosphere/array_vec.2.smt2 -> UNKNOWN
[1336/3763] Processing: atmosphere/slinkedlist__spec_impl_u.5.smt2 -> UNKNOWN
[1337/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.14.smt2 -> UNKNOWN
[1338/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.6.smt2 -> UNKNOWN
[1339/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.7.smt2 -> UNKNOWN
[1340/3763] Processing: atmosphere/slinkedlist__spec_impl_u.4.smt2 -> OTHER
[1341/3763] Processing: atmosphere/process_manager__container_tree_spec_impl.15.smt2 -> UNKNOWN
[1342/3763] Processing: atmosphere/array_vec.3.smt2 -> UNKNOWN
[1343/3763] Processing: atmosphere/array.3.smt2 -> UNKNOWN
[1344/3763] Processing: atmosphere/process_manager__proc_util_t.smt2 -> UNKNOWN
[1345/3763] Processing: atmosphere/define.7.smt2 -> UNSAT
[1346/3763] Processing: atmosphere/define.10.smt2 -> UNKNOWN
[1347/3763] Processing: atmosphere/slinkedlist__spec_impl_u.8.smt2 -> OTHER
[1348/3763] Processing: atmosphere/pagetable__entry.3.smt2 -> UNSAT
[1349/3763] Processing: atmosphere/trap.6.smt2 -> UNSAT
[1350/3763] Processing: atmosphere/array_set.4.smt2 -> UNKNOWN
[1351/3763] Processing: atmosphere/pagetable__pagemap.1.smt2 -> UNKNOWN
[1352/3763] Processing: anvil/splinterdb-smt-abstract_system__MsgHistory_v.27.smt2 -> UNKNOWN
[1353/3763] Processing: anvil/splinterdb-smt-journal__PagedJournal_v.2.smt2 -> UNSAT
[1354/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.53.smt2 -> OTHER
[1355/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__role_binding.1.smt2 -> UNSAT
[1356/3763] Processing: anvil/splinterdb-smt-betree__PivotBetree_v.28.smt2 -> UNKNOWN
[1357/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationCrashAwareJournalRefinement_v.3.smt2 -> UNKNOWN
[1358/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__helper_invariants__validation.4.smt2 -> OTHER
[1359/3763] Processing: anvil/splinterdb-smt-marshalling__SeqMarshalling_v.3.smt2 -> UNSAT
[1360/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2 -> OTHER
[1361/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v__Refinement_v.21.smt2 -> OTHER
[1362/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.41.smt2 -> UNSAT
[1363/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof.12.smt2 -> TIMEOUT
[1364/3763] Processing: anvil/splinterdb-smt-betree__PagedBetree_v.15.smt2 -> UNKNOWN
[1365/3763] Processing: anvil/splinterdb-smt-exec__Cache_v.1.smt2 -> UNSAT
[1366/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__helper_invariants__proof__lemma_eventually_always_every_resource_create_request_implies_at_after_create_resource_step.smt2 -> OTHER
[1367/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__liveness__resource_match__lemma_from_key_not_exists_to_receives_not_found_resp_at_after_get_resource_step.smt2 -> OTHER
[1368/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2 -> TIMEOUT
[1369/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__proof__liveness__spec.7.smt2 -> UNSAT
[1370/3763] Processing: anvil/splinterdb-smt-betree__PivotBranch_v.32.smt2 -> UNSAT
[1371/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.16.smt2 -> UNSAT
[1372/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__config_map.9.smt2 -> UNKNOWN
[1373/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__helper_invariants__proof.7.smt2 -> UNSAT
[1374/3763] Processing: anvil/splinterdb-smt-marshalling__Slice_v.1.smt2 -> UNKNOWN
[1375/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.12.smt2 -> UNSAT
[1376/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__liveness__spec.7.smt2 -> UNSAT
[1377/3763] Processing: anvil/splinterdb-smt-abstract_system__AbstractCrashAwareSystemRefinement_v.17.smt2 -> UNKNOWN
[1378/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournalRefinement_v.12.smt2 -> OTHER
[1379/3763] Processing: anvil/splinterdb-smt-exec__MiniAllocator_v.4.smt2 -> UNSAT
[1380/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationCrashAwareJournal_v__AllocationCrashAwareJournal.7.smt2 -> UNKNOWN
[1381/3763] Processing: anvil/splinterdb-smt-betree__PivotBranch_v.24.smt2 -> UNSAT
[1382/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v.24.smt2 -> TIMEOUT
[1383/3763] Processing: anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.16.smt2 -> UNKNOWN
[1384/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__liveness__resource_match.7.smt2 -> OTHER
[1385/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__proof__liveness__spec.14.smt2 -> TIMEOUT
[1386/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__proof.10.smt2 -> OTHER
[1387/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__role.4.smt2 -> UNKNOWN
[1388/3763] Processing: anvil/splinterdb-smt-journal__PagedJournal_v.20.smt2 -> UNSAT
[1389/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.45.smt2 -> TIMEOUT
[1390/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__spec.7.smt2 -> UNSAT
[1391/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.19.smt2 -> UNSAT
[1392/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__headless_service.7.smt2 -> UNKNOWN
[1393/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v__LikesJournal.7.smt2 -> OTHER
[1394/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof__lemma_resource_create_request_msg_implies_key_in_reconcile_equals.smt2 -> OTHER
[1395/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__exec__reconciler.2.smt2 -> UNSAT
[1396/3763] Processing: anvil/splinterdb-smt-journal__PagedJournalRefinement_v.25.smt2 -> OTHER
[1397/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v__Refinement_v.37.smt2 -> OTHER
[1398/3763] Processing: anvil/splinterdb-smt-betree__BufferOffsets_v.2.smt2 -> UNSAT
[1399/3763] Processing: anvil/splinterdb-smt-betree__PivotBetreeRefinement_v.11.smt2 -> UNSAT
[1400/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__common.1.smt2 -> UNSAT
[1401/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.57.smt2 -> UNKNOWN
[1402/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__config_map.10.smt2 -> UNKNOWN
[1403/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__reconciler.6.smt2 -> UNKNOWN
[1404/3763] Processing: anvil/splinterdb-smt-betree__Utils_v.2.smt2 -> UNKNOWN
[1405/3763] Processing: anvil/splinterdb-smt-betree__BufferSeq_v.3.smt2 -> UNKNOWN
[1406/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__daemon_set_match.2.smt2 -> TIMEOUT
[1407/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__helper_invariants__unchangeable.5.smt2 -> TIMEOUT
[1408/3763] Processing: anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.47.smt2 -> UNKNOWN
[1409/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.61.smt2 -> UNKNOWN
[1410/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__rabbitmq_plugins.8.smt2 -> UNKNOWN
[1411/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesBetree_v__LikesBetree.8.smt2 -> UNSAT
[1412/3763] Processing: anvil/splinterdb-smt-betree__Buffer_v.16.smt2 -> UNSAT
[1413/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetree_v.36.smt2 -> UNKNOWN
[1414/3763] Processing: anvil/splinterdb-smt-allocation_layer__UnifiedCrashAwareJournal_v.7.smt2 -> UNSAT
[1415/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__proof.3.smt2 -> OTHER
[1416/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetree_v.6.smt2 -> UNSAT
[1417/3763] Processing: anvil/splinterdb-smt-betree__PivotBetree_v.12.smt2 -> UNSAT
[1418/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__proof.7.smt2 -> OTHER
[1419/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__reconciler.4.smt2 -> UNKNOWN
[1420/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.35.smt2 -> OTHER
[1421/3763] Processing: anvil/splinterdb-smt-betree__PivotBranchRefinement_v.4.smt2 -> UNSAT
[1422/3763] Processing: anvil/splinterdb-smt-betree__PivotBranchRefinement_v.16.smt2 -> OTHER
[1423/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__liveness__terminate.2.smt2 -> TIMEOUT
[1424/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__service_account.5.smt2 -> UNKNOWN
[1425/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v.5.smt2 -> UNSAT
[1426/3763] Processing: anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.10.smt2 -> UNKNOWN
[1427/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.36.smt2 -> UNKNOWN
[1428/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__proof__liveness__resource_match.3.smt2 -> OTHER
[1429/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__zookeeper_api.7.smt2 -> OTHER
[1430/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.94.smt2 -> OTHER
[1431/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__unchangeable.3.smt2 -> OTHER
[1432/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.23.smt2 -> UNSAT
[1433/3763] Processing: anvil/splinterdb-smt-allocation_layer__MiniAllocator_v.14.smt2 -> UNSAT
[1434/3763] Processing: anvil/splinterdb-smt-journal__PagedJournal_v__PagedJournal.2.smt2 -> UNSAT
[1435/3763] Processing: anvil/splinterdb-smt-betree__Buffer_v.3.smt2 -> UNSAT
[1436/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__trusted__spec_types.6.smt2 -> UNSAT
[1437/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__role.7.smt2 -> UNKNOWN
[1438/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesBetree_v.10.smt2 -> OTHER
[1439/3763] Processing: anvil/splinterdb-smt-betree__Domain_v.5.smt2 -> UNSAT
[1440/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.20.smt2 -> UNKNOWN
[1441/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__service.6.smt2 -> UNKNOWN
[1442/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.3.smt2 -> UNSAT
[1443/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetreeRefinement_v.10.smt2 -> UNSAT
[1444/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.82.smt2 -> UNSAT
[1445/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournalRefinement_v.28.smt2 -> OTHER
[1446/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_update_resource_step.smt2 -> OTHER
[1447/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v__LinkedBetreeVars.3.smt2 -> OTHER
[1448/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__headless_service.2.smt2 -> UNKNOWN
[1449/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.28.smt2 -> UNSAT
[1450/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__helper_invariants__proof.2.smt2 -> TIMEOUT
[1451/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesBetree_v.6.smt2 -> UNKNOWN
[1452/3763] Processing: anvil/splinterdb-smt-allocation_layer__UnifiedCrashAwareJournalRefinement_v.2.smt2 -> UNKNOWN
[1453/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__liveness__proof.3.smt2 -> OTHER
[1454/3763] Processing: anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.51.smt2 -> UNKNOWN
[1455/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v__AllocationJournal.15.smt2 -> OTHER
[1456/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetree_v.20.smt2 -> UNSAT
[1457/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetreeRefinement_v.30.smt2 -> TIMEOUT
[1458/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__spec.1.smt2 -> TIMEOUT
[1459/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__erlang_cookie.2.smt2 -> UNKNOWN
[1460/3763] Processing: anvil/splinterdb-smt-betree__PagedBetree_v.19.smt2 -> UNSAT
[1461/3763] Processing: anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.26.smt2 -> UNSAT
[1462/3763] Processing: anvil/splinterdb-smt-betree__PivotBranchRefinement_v.20.smt2 -> OTHER
[1463/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__role_binding.6.smt2 -> UNKNOWN
[1464/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__default_user_secret.3.smt2 -> UNSAT
[1465/3763] Processing: anvil/splinterdb-smt-betree__BufferSeq_v.10.smt2 -> UNKNOWN
[1466/3763] Processing: anvil/splinterdb-smt-betree__PivotBetree_v.24.smt2 -> UNKNOWN
[1467/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__spec.13.smt2 -> OTHER
[1468/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.1.smt2 -> UNSAT
[1469/3763] Processing: anvil/splinterdb-smt-betree__BufferDisk_v.7.smt2 -> UNKNOWN
[1470/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationCrashAwareJournalRefinement_v.11.smt2 -> UNKNOWN
[1471/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__client_service.2.smt2 -> UNKNOWN
[1472/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__config_map.5.smt2 -> UNSAT
[1473/3763] Processing: anvil/splinterdb-smt-betree__PivotTable_v.11.smt2 -> UNKNOWN
[1474/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.57.smt2 -> UNSAT
[1475/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.106.smt2 -> OTHER
[1476/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__helper_invariants__unchangeable.1.smt2 -> OTHER
[1477/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof.7.smt2 -> UNSAT
